relevant	depth	number_bold	number_br	number_div	number_img	number_li	number_links	number_p	number_relevants	number_td	number_th	number_tr
1	10	10	0	2	0	9	9	1	33	1	0	1
1	4	0	0	9	0	0	0	0	5	9	9	9
1	6	2	0	1	0	0	2	0	20	3	0	1
0	3	0	0	0	1	0	0	0	0	1	0	1
1	6	2	0	1	0	0	2	0	45	24	0	6
0	7	0	0	13	6	0	18	0	140	128	26	23
0	6	0	0	3	0	0	1	0	2	4	0	1
0	7	0	0	13	6	0	19	0	142	128	26	23
1	10	0	2	1	0	0	4	0	29	7	7	7
0	7	0	0	9	4	0	12	0	47	34	11	10
0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	0	0	13	6	0	21	0	130	128	26	23
0	7	0	0	13	6	0	21	0	125	128	26	23
0	7	0	0	13	6	0	20	0	141	128	26	23
0	3	4	7	0	0	0	0	0	29	8	1	5
1	8	0	0	0	0	2	12	0	21	10	0	5
1	4	0	0	9	0	0	0	0	3	9	9	9
0	7	0	0	11	5	0	17	0	120	72	18	16
0	7	0	0	14	6	0	23	0	162	86	19	16
1	4	0	0	9	0	0	0	0	7	9	9	9
0	7	0	0	13	6	0	19	0	145	128	26	23
0	5	0	0	0	0	6	0	0	34	4	2	3
1	6	0	3	1	0	0	4	0	32	6	6	6
1	4	0	0	10	0	0	0	0	31	10	10	10
0	5	0	0	9	1	0	1	0	9	9	3	4
1	6	0	3	1	0	0	5	0	35	7	7	7
0	19	7	0	31	30	0	0	0	79	48	0	32
0	7	0	0	14	6	0	23	0	120	86	19	16
0	6	0	0	13	6	0	21	0	188	122	25	22
1	4	0	0	0	0	0	1	0	48	73	0	37
1	4	0	0	10	0	0	0	0	47	10	10	10
1	4	7	0	0	0	0	0	0	28	52	52	52
1	10	10	0	2	0	9	9	1	37	1	0	1
0	7	1	4	6	1	0	2	0	3	1	0	1
0	6	0	0	2	0	0	7	0	1	5	0	2
0	3	0	0	0	0	0	1	0	5	1	0	1
1	6	0	2	1	0	0	5	0	31	5	5	5
1	4	0	0	0	0	0	0	0	14	16	25	25
1	10	0	4	1	0	0	11	0	45	8	8	8
1	2	0	7	0	0	6	0	0	8	0	0	0
0	3	3	0	0	0	0	0	0	6	6	1	4
1	4	0	0	4	0	0	0	0	2	4	4	4
0	5	0	0	6	1	0	1	0	6	6	3	3
0	3	4	0	0	0	0	0	0	12	8	1	5
0	6	0	0	13	6	0	22	0	199	122	25	22
0	3	7	0	0	0	0	0	0	8	14	1	8
1	3	0	0	0	0	0	0	0	10	28	0	8
0	6	0	0	13	6	0	21	0	171	116	24	21
1	6	0	2	1	0	0	7	0	36	6	6	6
0	7	0	0	13	6	0	22	0	146	128	26	23
1	6	2	0	1	0	0	2	0	36	12	0	3
1	2	0	0	0	0	0	0	0	36	42	0	21
1	10	0	3	1	0	0	5	0	43	11	11	11
0	7	0	0	13	6	0	21	0	162	128	26	23
0	6	0	0	13	6	0	21	0	116	80	18	15
0	4	0	0	0	1	0	1	0	0	2	0	2
0	3	26	0	0	0	0	0	0	32	52	1	27
1	6	0	2	1	0	0	6	0	36	8	8	8
0	3	4	0	0	0	0	0	0	7	8	1	5
1	2	0	0	0	0	0	0	0	19	30	0	15
1	10	0	3	1	0	0	5	0	32	7	7	7
1	6	0	3	1	0	0	5	0	31	6	6	6
1	10	0	3	1	0	0	6	0	41	8	8	8
0	5	0	0	8	4	0	0	8	40	4	4	2
0	3	4	0	0	0	0	0	0	16	8	1	5
1	6	0	2	1	0	0	3	0	27	5	5	5
1	3	0	0	0	0	0	0	0	53	77	0	39
0	5	0	3	6	3	0	0	6	36	3	3	2
0	7	0	0	13	6	0	21	0	151	128	26	23
1	4	0	0	0	0	0	1	0	43	75	0	38
0	7	1	0	0	1	0	0	0	4	2	0	2
0	5	0	0	10	0	0	1	0	5	4	4	2
0	7	0	0	13	6	0	17	0	139	128	26	23
1	6	0	1	1	0	0	2	0	31	8	8	8
1	8	0	0	0	0	1	8	0	13	14	0	7
0	5	0	3	6	3	0	0	6	30	3	3	2
0	6	0	3	9	3	0	6	6	59	3	3	2
1	10	0	3	1	0	0	6	0	42	10	10	10
0	4	0	0	0	0	0	0	1	22	1	0	1
0	7	0	0	13	6	0	20	0	151	128	26	23
1	6	0	3	1	0	0	6	0	37	8	8	8
1	8	0	0	0	0	1	8	0	16	10	0	5
1	4	0	0	11	0	0	0	0	42	11	11	11
0	7	0	0	9	4	0	15	0	120	86	24	23
1	4	0	0	10	0	0	0	0	25	10	10	10
1	6	2	0	1	0	0	2	0	92	44	0	11
0	7	0	0	13	6	0	21	0	147	128	26	23
1	6	0	1	1	0	0	1	0	23	6	6	6
1	10	0	3	1	0	0	5	0	39	9	9	9
1	6	0	2	1	0	0	3	0	30	5	5	5
0	7	0	0	13	6	0	18	0	109	86	19	16
0	6	0	0	13	6	0	21	0	172	116	24	21
1	10	0	3	1	0	0	6	0	39	9	9	9
0	4	5	5	0	5	0	0	4	172	10	0	5
1	10	0	2	1	0	0	3	0	30	8	8	8
0	3	0	0	2	0	0	0	0	112	1	1	2
0	4	2	0	0	0	0	0	20	1	12	4	4
1	6	0	3	1	0	0	5	0	43	8	8	8
1	6	3	0	2	0	0	1	0	32	2	2	2
1	10	0	4	1	0	0	9	0	52	9	9	9
1	2	0	0	0	0	0	0	0	30	38	0	19
1	4	0	0	8	0	0	0	0	2	8	8	8
0	19	0	0	93	0	411	272	0	25	45	0	15
1	6	0	2	1	0	0	7	0	40	8	8	8
0	7	0	0	13	6	0	22	0	138	128	26	23
0	7	0	0	13	6	0	20	0	128	98	21	18
1	6	0	1	1	0	0	1	0	29	9	9	9
0	7	0	0	13	6	0	18	0	142	128	26	23
1	6	0	3	1	0	0	5	0	33	6	6	6
1	4	0	0	0	0	0	1	0	35	65	0	33
0	3	24	0	0	0	0	0	0	25	48	1	25
0	7	0	0	11	5	0	17	0	135	107	25	23
1	4	0	0	0	0	0	1	0	57	75	0	38
